! COPPER MOUNTAIN TECHNOLOGIES, PLANAR TR1300/1, 00920719, 24.2.2/1.0
! Date: 6/24/2025 3:03:22 PM
! Stimulus(Hz)     S21(dB)          
5.00000000E+07, -9.82134383E-01
5.00018750E+07, -9.81864417E-01
5.00037500E+07, -9.81003909E-01
5.00056250E+07, -9.81383072E-01
5.00075000E+07, -9.81478089E-01
5.00093750E+07, -9.81111010E-01
5.00112500E+07, -9.81221276E-01
5.00131250E+07, -9.81279952E-01
5.00150000E+07, -9.81602430E-01
5.00168750E+07, -9.82068849E-01
5.00187500E+07, -9.81910698E-01
5.00206250E+07, -9.81271612E-01
5.00225000E+07, -9.81622352E-01
5.00243750E+07, -9.81877941E-01
5.00262500E+07, -9.81841723E-01
5.00281250E+07, -9.81397427E-01
5.00300000E+07, -9.81409319E-01
5.00318750E+07, -9.81701607E-01
5.00337500E+07, -9.81808384E-01
5.00356250E+07, -9.81568104E-01
5.00375000E+07, -9.82109889E-01
5.00393750E+07, -9.81557461E-01
5.00412500E+07, -9.81674000E-01
5.00431250E+07, -9.81785542E-01
5.00450000E+07, -9.81416502E-01
5.00468750E+07, -9.81631025E-01
5.00487500E+07, -9.81486944E-01
5.00506250E+07, -9.81613573E-01
5.00525000E+07, -9.81409261E-01
5.00543750E+07, -9.81542175E-01
5.00562500E+07, -9.81737077E-01
5.00581250E+07, -9.82006929E-01
5.00600000E+07, -9.81575377E-01
5.00618750E+07, -9.81808044E-01
5.00637500E+07, -9.81607374E-01
5.00656250E+07, -9.81648870E-01
5.00675000E+07, -9.81936552E-01
5.00693750E+07, -9.81465609E-01
5.00712500E+07, -9.81659817E-01
5.00731250E+07, -9.81645334E-01
5.00750000E+07, -9.81794149E-01
5.00768750E+07, -9.82235069E-01
5.00787500E+07, -9.81770170E-01
5.00806250E+07, -9.82626436E-01
5.00825000E+07, -9.81647203E-01
5.00843750E+07, -9.81851235E-01
5.00862500E+07, -9.81901784E-01
5.00881250E+07, -9.82142121E-01
5.00900000E+07, -9.81582474E-01
5.00918750E+07, -9.81811419E-01
5.00937500E+07, -9.81883298E-01
5.00956250E+07, -9.81614197E-01
5.00975000E+07, -9.82264750E-01
5.00993750E+07, -9.82021044E-01
5.01012500E+07, -9.81937789E-01
5.01031250E+07, -9.81967217E-01
5.01050000E+07, -9.81924103E-01
5.01068750E+07, -9.81884270E-01
5.01087500E+07, -9.82126227E-01
5.01106250E+07, -9.81771662E-01
5.01125000E+07, -9.81379790E-01
5.01143750E+07, -9.82098347E-01
5.01162500E+07, -9.81862467E-01
5.01181250E+07, -9.81817690E-01
5.01200000E+07, -9.81789599E-01
5.01218750E+07, -9.81959403E-01
5.01237500E+07, -9.81879087E-01
5.01256250E+07, -9.81788840E-01
5.01275000E+07, -9.81674935E-01
5.01293750E+07, -9.81808879E-01
5.01312500E+07, -9.82128452E-01
5.01331250E+07, -9.81886351E-01
5.01350000E+07, -9.82047127E-01
5.01368750E+07, -9.82355714E-01
5.01387500E+07, -9.81665313E-01
5.01406250E+07, -9.82209935E-01
5.01425000E+07, -9.82173798E-01
5.01443750E+07, -9.81859157E-01
5.01462500E+07, -9.81446235E-01
5.01481250E+07, -9.82150645E-01
5.01500000E+07, -9.82179318E-01
5.01518750E+07, -9.82119300E-01
5.01537500E+07, -9.81821179E-01
5.01556250E+07, -9.82334680E-01
5.01575000E+07, -9.81734489E-01
5.01593750E+07, -9.82255480E-01
5.01612500E+07, -9.82121646E-01
5.01631250E+07, -9.82095316E-01
5.01650000E+07, -9.82404555E-01
5.01668750E+07, -9.81748080E-01
5.01687500E+07, -9.82230003E-01
5.01706250E+07, -9.82187256E-01
5.01725000E+07, -9.82288924E-01
5.01743750E+07, -9.82508091E-01
5.01762500E+07, -9.82091144E-01
5.01781250E+07, -9.82122540E-01
5.01800000E+07, -9.82369225E-01
5.01818750E+07, -9.82038438E-01
5.01837500E+07, -9.82604335E-01
5.01856250E+07, -9.82302803E-01
5.01875000E+07, -9.82020929E-01
5.01893750E+07, -9.82198771E-01
5.01912500E+07, -9.81579019E-01
5.01931250E+07, -9.82009836E-01
5.01950000E+07, -9.81894726E-01
5.01968750E+07, -9.82312467E-01
5.01987500E+07, -9.82519803E-01
5.02006250E+07, -9.82397472E-01
5.02025000E+07, -9.81724542E-01
5.02043750E+07, -9.82266233E-01
5.02062500E+07, -9.82419414E-01
5.02081250E+07, -9.82662682E-01
5.02100000E+07, -9.82381947E-01
5.02118750E+07, -9.82348248E-01
5.02137500E+07, -9.82478686E-01
5.02156250E+07, -9.81896977E-01
5.02175000E+07, -9.82261351E-01
5.02193750E+07, -9.82150670E-01
5.02212500E+07, -9.82187283E-01
5.02231250E+07, -9.82028050E-01
5.02250000E+07, -9.82723665E-01
5.02268750E+07, -9.82484814E-01
5.02287500E+07, -9.82298432E-01
5.02306250E+07, -9.82162555E-01
5.02325000E+07, -9.81940126E-01
5.02343750E+07, -9.81868091E-01
5.02362500E+07, -9.82557093E-01
5.02381250E+07, -9.82242697E-01
5.02400000E+07, -9.82602654E-01
5.02418750E+07, -9.83475981E-01
5.02437500E+07, -9.82590824E-01
5.02456250E+07, -9.82478640E-01
5.02475000E+07, -9.82402350E-01
5.02493750E+07, -9.82896827E-01
5.02512500E+07, -9.82877305E-01
5.02531250E+07, -9.82516404E-01
5.02550000E+07, -9.83074928E-01
5.02568750E+07, -9.82565174E-01
5.02587500E+07, -9.82928621E-01
5.02606250E+07, -9.82680481E-01
5.02625000E+07, -9.82750409E-01
5.02643750E+07, -9.83451761E-01
5.02662500E+07, -9.82558997E-01
5.02681250E+07, -9.81668135E-01
5.02700000E+07, -9.82229851E-01
5.02718750E+07, -9.82388180E-01
5.02737500E+07, -9.82837804E-01
5.02756250E+07, -9.82096372E-01
5.02775000E+07, -9.82470828E-01
5.02793750E+07, -9.82956924E-01
5.02812500E+07, -9.82891249E-01
5.02831250E+07, -9.82595704E-01
5.02850000E+07, -9.82579790E-01
5.02868750E+07, -9.82140081E-01
5.02887500E+07, -9.82627224E-01
5.02906250E+07, -9.82692683E-01
5.02925000E+07, -9.83116473E-01
5.02943750E+07, -9.82283443E-01
5.02962500E+07, -9.82246447E-01
5.02981250E+07, -9.82703229E-01
5.03000000E+07, -9.82489188E-01
5.03018750E+07, -9.82239227E-01
5.03037500E+07, -9.82570873E-01
5.03056250E+07, -9.82692337E-01
5.03075000E+07, -9.82011585E-01
5.03093750E+07, -9.83114188E-01
5.03112500E+07, -9.82428477E-01
5.03131250E+07, -9.82480235E-01
5.03150000E+07, -9.82197881E-01
5.03168750E+07, -9.82885466E-01
5.03187500E+07, -9.82523912E-01
5.03206250E+07, -9.82057905E-01
5.03225000E+07, -9.81787374E-01
5.03243750E+07, -9.82304923E-01
5.03262500E+07, -9.82807640E-01
5.03281250E+07, -9.82600512E-01
5.03300000E+07, -9.82350808E-01
5.03318750E+07, -9.82328032E-01
5.03337500E+07, -9.82695641E-01
5.03356250E+07, -9.82254950E-01
5.03375000E+07, -9.82114601E-01
5.03393750E+07, -9.82205686E-01
5.03412500E+07, -9.82448463E-01
5.03431250E+07, -9.82411618E-01
5.03450000E+07, -9.83010378E-01
5.03468750E+07, -9.82548418E-01
5.03487500E+07, -9.82820486E-01
5.03506250E+07, -9.82233788E-01
5.03525000E+07, -9.82596039E-01
5.03543750E+07, -9.82669947E-01
5.03562500E+07, -9.82997058E-01
5.03581250E+07, -9.82896658E-01
5.03600000E+07, -9.82078045E-01
5.03618750E+07, -9.82501283E-01
5.03637500E+07, -9.82561376E-01
5.03656250E+07, -9.83193833E-01
5.03675000E+07, -9.82835029E-01
5.03693750E+07, -9.83150151E-01
5.03712500E+07, -9.83183281E-01
5.03731250E+07, -9.82474130E-01
5.03750000E+07, -9.82907319E-01
5.03768750E+07, -9.82559730E-01
5.03787500E+07, -9.83025167E-01
5.03806250E+07, -9.82393509E-01
5.03825000E+07, -9.82733752E-01
5.03843750E+07, -9.82861758E-01
5.03862500E+07, -9.81909337E-01
5.03881250E+07, -9.83337762E-01
5.03900000E+07, -9.82372365E-01
5.03918750E+07, -9.82605746E-01
5.03937500E+07, -9.82890393E-01
5.03956250E+07, -9.82542955E-01
5.03975000E+07, -9.83749370E-01
5.03993750E+07, -9.82479098E-01
5.04012500E+07, -9.82864987E-01
5.04031250E+07, -9.82859543E-01
5.04050000E+07, -9.83264680E-01
5.04068750E+07, -9.82704180E-01
5.04087500E+07, -9.82888583E-01
5.04106250E+07, -9.83097824E-01
5.04125000E+07, -9.82550260E-01
5.04143750E+07, -9.82850011E-01
5.04162500E+07, -9.82962553E-01
5.04181250E+07, -9.83247282E-01
5.04200000E+07, -9.83191501E-01
5.04218750E+07, -9.83108284E-01
5.04237500E+07, -9.82638425E-01
5.04256250E+07, -9.83146095E-01
5.04275000E+07, -9.83309556E-01
5.04293750E+07, -9.83383313E-01
5.04312500E+07, -9.83017426E-01
5.04331250E+07, -9.83184853E-01
5.04350000E+07, -9.83182670E-01
5.04368750E+07, -9.82852807E-01
5.04387500E+07, -9.83548839E-01
5.04406250E+07, -9.82380870E-01
5.04425000E+07, -9.83220694E-01
5.04443750E+07, -9.82645924E-01
5.04462500E+07, -9.83226049E-01
5.04481250E+07, -9.83319943E-01
5.04500000E+07, -9.83024486E-01
5.04518750E+07, -9.83419236E-01
5.04537500E+07, -9.82917680E-01
5.04556250E+07, -9.82353517E-01
5.04575000E+07, -9.83489372E-01
5.04593750E+07, -9.82895384E-01
5.04612500E+07, -9.83726414E-01
5.04631250E+07, -9.83493052E-01
5.04650000E+07, -9.83269272E-01
5.04668750E+07, -9.83390481E-01
5.04687500E+07, -9.82943534E-01
5.04706250E+07, -9.82803219E-01
5.04725000E+07, -9.83402214E-01
5.04743750E+07, -9.83665984E-01
5.04762500E+07, -9.83811843E-01
5.04781250E+07, -9.82697765E-01
5.04800000E+07, -9.83015439E-01
5.04818750E+07, -9.82937072E-01
5.04837500E+07, -9.83833104E-01
5.04856250E+07, -9.83027682E-01
5.04875000E+07, -9.82405875E-01
5.04893750E+07, -9.83457463E-01
5.04912500E+07, -9.84150081E-01
5.04931250E+07, -9.83481675E-01
5.04950000E+07, -9.83640422E-01
5.04968750E+07, -9.83955455E-01
5.04987500E+07, -9.83595660E-01
5.05006250E+07, -9.83677883E-01
5.05025000E+07, -9.84347157E-01
5.05043750E+07, -9.83735936E-01
5.05062500E+07, -9.83569849E-01
5.05081250E+07, -9.83101059E-01
5.05100000E+07, -9.83449958E-01
5.05118750E+07, -9.83403554E-01
5.05137500E+07, -9.82894330E-01
5.05156250E+07, -9.82872061E-01
5.05175000E+07, -9.83238581E-01
5.05193750E+07, -9.83603955E-01
5.05212500E+07, -9.83591490E-01
5.05231250E+07, -9.84244614E-01
5.05250000E+07, -9.83516615E-01
5.05268750E+07, -9.83282742E-01
5.05287500E+07, -9.83225028E-01
5.05306250E+07, -9.83312727E-01
5.05325000E+07, -9.83794089E-01
5.05343750E+07, -9.82595952E-01
5.05362500E+07, -9.83615989E-01
5.05381250E+07, -9.83420373E-01
5.05400000E+07, -9.83507083E-01
5.05418750E+07, -9.83021519E-01
5.05437500E+07, -9.83994105E-01
5.05456250E+07, -9.83295191E-01
5.05475000E+07, -9.82931470E-01
5.05493750E+07, -9.83427209E-01
5.05512500E+07, -9.83081017E-01
5.05531250E+07, -9.83108913E-01
5.05550000E+07, -9.83320833E-01
5.05568750E+07, -9.83153359E-01
5.05587500E+07, -9.83063214E-01
5.05606250E+07, -9.82767279E-01
5.05625000E+07, -9.83192228E-01
5.05643750E+07, -9.83958306E-01
5.05662500E+07, -9.83549891E-01
5.05681250E+07, -9.82610273E-01
5.05700000E+07, -9.83067033E-01
5.05718750E+07, -9.83386091E-01
5.05737500E+07, -9.83927618E-01
5.05756250E+07, -9.83597911E-01
5.05775000E+07, -9.83587571E-01
5.05793750E+07, -9.83716340E-01
5.05812500E+07, -9.83346060E-01
5.05831250E+07, -9.83965616E-01
5.05850000E+07, -9.84008706E-01
5.05868750E+07, -9.83608546E-01
5.05887500E+07, -9.84045266E-01
5.05906250E+07, -9.83267055E-01
5.05925000E+07, -9.83465274E-01
5.05943750E+07, -9.83641733E-01
5.05962500E+07, -9.83502555E-01
5.05981250E+07, -9.83725868E-01
5.06000000E+07, -9.83537169E-01
5.06018750E+07, -9.83408093E-01
5.06037500E+07, -9.83667313E-01
5.06056250E+07, -9.84279607E-01
5.06075000E+07, -9.83306011E-01
5.06093750E+07, -9.83777747E-01
5.06112500E+07, -9.84159706E-01
5.06131250E+07, -9.83563431E-01
5.06150000E+07, -9.84272307E-01
5.06168750E+07, -9.84365545E-01
5.06187500E+07, -9.84484032E-01
5.06206250E+07, -9.83484911E-01
5.06225000E+07, -9.83499746E-01
5.06243750E+07, -9.83653385E-01
5.06262500E+07, -9.83375620E-01
5.06281250E+07, -9.83966300E-01
5.06300000E+07, -9.83763885E-01
5.06318750E+07, -9.83662266E-01
5.06337500E+07, -9.83924309E-01
5.06356250E+07, -9.83226707E-01
5.06375000E+07, -9.83742838E-01
5.06393750E+07, -9.83568215E-01
5.06412500E+07, -9.83789780E-01
5.06431250E+07, -9.83940070E-01
5.06450000E+07, -9.83649406E-01
5.06468750E+07, -9.83834863E-01
5.06487500E+07, -9.83926592E-01
5.06506250E+07, -9.83294083E-01
5.06525000E+07, -9.82880821E-01
5.06543750E+07, -9.83783796E-01
5.06562500E+07, -9.83885113E-01
5.06581250E+07, -9.83612271E-01
5.06600000E+07, -9.83092962E-01
5.06618750E+07, -9.83988524E-01
